datetime;neutrons
2024-09-26 05:00:00;212.130
2024-09-26 06:00:00;213.012
2024-09-26 07:00:00;212.144
2024-09-26 08:00:00;212.566
2024-09-26 09:00:00;213.277
2024-09-26 10:00:00;212.576
2024-09-26 11:00:00;212.785
2024-09-26 12:00:00;211.899
2024-09-26 13:00:00;213.168
2024-09-26 14:00:00;213.574
2024-09-26 15:00:00;213.504
2024-09-26 16:00:00;214.029
2024-09-26 17:00:00;214.168
2024-09-26 18:00:00;213.789
2024-09-26 19:00:00;214.336
2024-09-26 20:00:00;214.072
2024-09-26 21:00:00;214.636
2024-09-26 22:00:00;214.246
2024-09-26 23:00:00;213.531
2024-09-27 00:00:00;214.001
2024-09-27 01:00:00;213.849
2024-09-27 02:00:00;213.730
2024-09-27 03:00:00;213.262
2024-09-27 04:00:00;212.284
2024-09-27 05:00:00;212.732
2024-09-27 06:00:00;213.446
2024-09-27 07:00:00;213.222
2024-09-27 08:00:00;213.341
2024-09-27 09:00:00;213.269
2024-09-27 10:00:00;212.799
2024-09-27 11:00:00;212.875
2024-09-27 12:00:00;213.771
2024-09-27 13:00:00;213.991
2024-09-27 14:00:00;213.776
2024-09-27 15:00:00;214.191
2024-09-27 16:00:00;213.317
2024-09-27 17:00:00;214.341
2024-09-27 18:00:00;214.735
2024-09-27 19:00:00;213.474
2024-09-27 20:00:00;213.895
2024-09-27 21:00:00;214.727
2024-09-27 22:00:00;214.365
2024-09-27 23:00:00;213.972
2024-09-28 00:00:00;214.083
2024-09-28 01:00:00;214.354
2024-09-28 02:00:00;213.395
2024-09-28 03:00:00;213.156
2024-09-28 04:00:00;212.465
2024-09-28 05:00:00;212.821
2024-09-28 06:00:00;212.441
2024-09-28 07:00:00;212.922
2024-09-28 08:00:00;212.489
2024-09-28 09:00:00;213.409
2024-09-28 10:00:00;213.412
2024-09-28 11:00:00;214.030
2024-09-28 12:00:00;213.774
2024-09-28 13:00:00;213.394
2024-09-28 14:00:00;214.531
2024-09-28 15:00:00;214.445
2024-09-28 16:00:00;214.678
2024-09-28 17:00:00;214.461
2024-09-28 18:00:00;214.271
2024-09-28 19:00:00;214.358
2024-09-28 20:00:00;214.054
2024-09-28 21:00:00;214.783
2024-09-28 22:00:00;214.479
2024-09-28 23:00:00;214.173
2024-09-29 00:00:00;216.253
2024-09-29 01:00:00;214.691
2024-09-29 02:00:00;214.820
2024-09-29 03:00:00;215.442
2024-09-29 04:00:00;214.830
2024-09-29 05:00:00;214.870
2024-09-29 06:00:00;214.351
2024-09-29 07:00:00;213.616
2024-09-29 08:00:00;214.342
2024-09-29 09:00:00;214.842
2024-09-29 10:00:00;213.660
2024-09-29 11:00:00;215.010
2024-09-29 12:00:00;214.746
2024-09-29 13:00:00;213.638
2024-09-29 14:00:00;214.400
2024-09-29 15:00:00;214.611
2024-09-29 16:00:00;214.816
2024-09-29 17:00:00;214.983
2024-09-29 18:00:00;214.989
2024-09-29 19:00:00;215.540
2024-09-29 20:00:00;214.334
2024-09-29 21:00:00;214.685
2024-09-29 22:00:00;213.625
2024-09-29 23:00:00;213.728
2024-09-30 00:00:00;213.367
2024-09-30 01:00:00;214.005
2024-09-30 02:00:00;213.067
2024-09-30 03:00:00;213.618
2024-09-30 04:00:00;212.404
2024-09-30 05:00:00;213.204
2024-09-30 06:00:00;213.873
2024-09-30 07:00:00;214.061
2024-09-30 08:00:00;213.693
2024-09-30 09:00:00;213.400
2024-09-30 10:00:00;213.044
2024-09-30 11:00:00;212.770
2024-09-30 12:00:00;212.636
2024-09-30 13:00:00;213.485
2024-09-30 14:00:00;212.959
2024-09-30 15:00:00;213.286
2024-09-30 16:00:00;214.209
2024-09-30 17:00:00;214.047
2024-09-30 18:00:00;214.386
2024-09-30 19:00:00;213.976
2024-09-30 20:00:00;215.162
2024-09-30 21:00:00;214.617
2024-09-30 22:00:00;214.427
2024-09-30 23:00:00;214.035
2024-10-01 00:00:00;213.841
2024-10-01 01:00:00;213.712
2024-10-01 02:00:00;213.595
2024-10-01 03:00:00;213.869
2024-10-01 04:00:00;213.464
2024-10-01 05:00:00;212.881
2024-10-01 06:00:00;213.074
2024-10-01 07:00:00;212.607
2024-10-01 08:00:00;213.196
2024-10-01 09:00:00;212.584
2024-10-01 10:00:00;212.838
2024-10-01 11:00:00;211.402
2024-10-01 12:00:00;212.536
2024-10-01 13:00:00;212.213
2024-10-01 14:00:00;212.412
2024-10-01 15:00:00;212.790
2024-10-01 16:00:00;213.110
2024-10-01 17:00:00;213.659
2024-10-01 18:00:00;213.559
2024-10-01 19:00:00;213.845
2024-10-01 20:00:00;214.292
2024-10-01 21:00:00;213.609
2024-10-01 22:00:00;213.470
2024-10-01 23:00:00;213.196
2024-10-02 00:00:00;213.062
2024-10-02 01:00:00;212.558
2024-10-02 02:00:00;213.450
2024-10-02 03:00:00;213.122
2024-10-02 04:00:00;213.244
2024-10-02 05:00:00;212.484
2024-10-02 06:00:00;212.822
2024-10-02 07:00:00;212.590
2024-10-02 08:00:00;211.933
2024-10-02 09:00:00;212.181
2024-10-02 10:00:00;211.929
2024-10-02 11:00:00;213.018
2024-10-02 12:00:00;211.591
2024-10-02 13:00:00;212.216
2024-10-02 14:00:00;212.463
2024-10-02 15:00:00;213.189
2024-10-02 16:00:00;213.626
2024-10-02 17:00:00;213.302
2024-10-02 18:00:00;213.082
2024-10-02 19:00:00;213.249
2024-10-02 20:00:00;213.533
2024-10-02 21:00:00;212.927
2024-10-02 22:00:00;213.600
2024-10-02 23:00:00;213.102
2024-10-03 00:00:00;213.845
2024-10-03 01:00:00;212.910
2024-10-03 02:00:00;213.187
2024-10-03 03:00:00;212.584
2024-10-03 04:00:00;212.644
2024-10-03 05:00:00;213.315
2024-10-03 06:00:00;212.013
2024-10-03 07:00:00;212.210
2024-10-03 08:00:00;211.761
2024-10-03 09:00:00;211.219
2024-10-03 10:00:00;211.984
2024-10-03 11:00:00;212.000
2024-10-03 12:00:00;212.234
2024-10-03 13:00:00;213.032
2024-10-03 14:00:00;213.187
2024-10-03 15:00:00;212.589
2024-10-03 16:00:00;213.327
2024-10-03 17:00:00;212.981
2024-10-03 18:00:00;213.088
2024-10-03 19:00:00;213.224
2024-10-03 20:00:00;212.903
2024-10-03 21:00:00;212.785
2024-10-03 22:00:00;213.375
2024-10-03 23:00:00;211.727
2024-10-04 00:00:00;212.609
2024-10-04 01:00:00;212.150
2024-10-04 02:00:00;211.484
2024-10-04 03:00:00;211.796
2024-10-04 04:00:00;211.829
2024-10-04 05:00:00;211.914
2024-10-04 06:00:00;212.221
2024-10-04 07:00:00;211.775
2024-10-04 08:00:00;211.831
2024-10-04 09:00:00;211.893
2024-10-04 10:00:00;212.830
2024-10-04 11:00:00;212.375
2024-10-04 12:00:00;212.061
2024-10-04 13:00:00;211.466
2024-10-04 14:00:00;212.316
2024-10-04 15:00:00;212.387
2024-10-04 16:00:00;211.385
2024-10-04 17:00:00;212.997
2024-10-04 18:00:00;213.101
2024-10-04 19:00:00;212.913
2024-10-04 20:00:00;212.921
2024-10-04 21:00:00;213.542
2024-10-04 22:00:00;213.676
2024-10-04 23:00:00;213.750
2024-10-05 00:00:00;213.336
2024-10-05 01:00:00;213.660
2024-10-05 02:00:00;212.512
2024-10-05 03:00:00;213.439
2024-10-05 04:00:00;213.426
2024-10-05 05:00:00;212.847
2024-10-05 06:00:00;213.432
2024-10-05 07:00:00;213.041
2024-10-05 08:00:00;212.428
2024-10-05 09:00:00;212.938
2024-10-05 10:00:00;213.043
2024-10-05 11:00:00;212.785
2024-10-05 12:00:00;212.508
2024-10-05 13:00:00;213.507
2024-10-05 14:00:00;212.300
2024-10-05 15:00:00;213.538
2024-10-05 16:00:00;213.226
2024-10-05 17:00:00;213.173
2024-10-05 18:00:00;213.574
2024-10-05 19:00:00;213.882
2024-10-05 20:00:00;214.056
2024-10-05 21:00:00;213.503
2024-10-05 22:00:00;214.767
2024-10-05 23:00:00;213.394
2024-10-06 00:00:00;213.140
2024-10-06 01:00:00;212.597
2024-10-06 02:00:00;211.680
2024-10-06 03:00:00;212.306
2024-10-06 04:00:00;211.733
2024-10-06 05:00:00;211.532
2024-10-06 06:00:00;211.839
2024-10-06 07:00:00;210.293
2024-10-06 08:00:00;209.973
2024-10-06 09:00:00;209.221
2024-10-06 10:00:00;210.364
2024-10-06 11:00:00;210.204
2024-10-06 12:00:00;210.094
2024-10-06 13:00:00;211.305
2024-10-06 14:00:00;210.191
2024-10-06 15:00:00;209.807
2024-10-06 16:00:00;208.830
2024-10-06 17:00:00;207.556
2024-10-06 18:00:00;206.471
2024-10-06 19:00:00;205.190
2024-10-06 20:00:00;204.505
2024-10-06 21:00:00;204.915
2024-10-06 22:00:00;205.621
2024-10-06 23:00:00;205.283
2024-10-07 00:00:00;204.512
2024-10-07 01:00:00;204.085
2024-10-07 02:00:00;204.087
2024-10-07 03:00:00;204.833
2024-10-07 04:00:00;202.574
2024-10-07 05:00:00;202.792
2024-10-07 06:00:00;203.969
2024-10-07 07:00:00;202.936
2024-10-07 08:00:00;203.857
2024-10-07 09:00:00;204.473
2024-10-07 10:00:00;204.260
2024-10-07 11:00:00;205.463
2024-10-07 12:00:00;204.378
2024-10-07 13:00:00;205.354
2024-10-07 14:00:00;205.151
2024-10-07 15:00:00;204.344
2024-10-07 16:00:00;205.431
2024-10-07 17:00:00;205.780
2024-10-07 18:00:00;206.544
2024-10-07 19:00:00;207.251
2024-10-07 20:00:00;207.569
2024-10-07 21:00:00;207.766
2024-10-07 22:00:00;206.660
2024-10-07 23:00:00;207.484
2024-10-08 00:00:00;206.886
2024-10-08 01:00:00;207.148
2024-10-08 02:00:00;206.848
2024-10-08 03:00:00;207.209
2024-10-08 04:00:00;207.923
2024-10-08 05:00:00;206.974
2024-10-08 06:00:00;207.286
2024-10-08 07:00:00;207.541
2024-10-08 08:00:00;207.692
2024-10-08 09:00:00;208.285
2024-10-08 10:00:00;207.426
2024-10-08 11:00:00;207.492
2024-10-08 12:00:00;206.926
2024-10-08 13:00:00;206.882
2024-10-08 14:00:00;206.931
2024-10-08 15:00:00;206.924
2024-10-08 16:00:00;206.676
2024-10-08 17:00:00;206.135
2024-10-08 18:00:00;207.282
2024-10-08 19:00:00;207.579
2024-10-08 20:00:00;207.184
2024-10-08 21:00:00;206.098
2024-10-08 22:00:00;205.490
2024-10-08 23:00:00;206.162
2024-10-09 00:00:00;206.013
2024-10-09 01:00:00;206.718
2024-10-09 02:00:00;205.092
2024-10-09 03:00:00;205.825
2024-10-09 04:00:00;205.791
2024-10-09 05:00:00;205.806
2024-10-09 06:00:00;206.051
2024-10-09 07:00:00;207.105
2024-10-09 08:00:00;205.761
2024-10-09 09:00:00;206.033
2024-10-09 10:00:00;205.984
2024-10-09 11:00:00;206.747
2024-10-09 12:00:00;206.657
2024-10-09 13:00:00;206.928
2024-10-09 14:00:00;206.787
2024-10-09 15:00:00;207.081
2024-10-09 16:00:00;206.091
2024-10-09 17:00:00;206.793
2024-10-09 18:00:00;206.652
2024-10-09 19:00:00;207.248
2024-10-09 20:00:00;207.099
2024-10-09 21:00:00;207.543
2024-10-09 22:00:00;207.692
2024-10-09 23:00:00;207.061
2024-10-10 00:00:00;207.416
2024-10-10 01:00:00;207.144
2024-10-10 02:00:00;207.752
2024-10-10 03:00:00;206.955
2024-10-10 04:00:00;207.413
2024-10-10 05:00:00;207.414
2024-10-10 06:00:00;207.730
2024-10-10 07:00:00;207.815
2024-10-10 08:00:00;208.280
2024-10-10 09:00:00;208.136
2024-10-10 10:00:00;208.448
2024-10-10 11:00:00;208.184
2024-10-10 12:00:00;207.894
2024-10-10 13:00:00;208.677
2024-10-10 14:00:00;207.267
2024-10-10 15:00:00;205.484
2024-10-10 16:00:00;204.033
2024-10-10 17:00:00;204.119
2024-10-10 18:00:00;206.096
2024-10-10 19:00:00;206.808
2024-10-10 20:00:00;207.688
2024-10-10 21:00:00;207.194
2024-10-10 22:00:00;200.142
2024-10-10 23:00:00;195.164
2024-10-11 00:00:00;193.307
2024-10-11 01:00:00;196.624
2024-10-11 02:00:00;196.437
2024-10-11 03:00:00;196.136
2024-10-11 04:00:00;194.158
2024-10-11 05:00:00;194.327
2024-10-11 06:00:00;194.855
2024-10-11 07:00:00;193.941
2024-10-11 08:00:00;194.903
2024-10-11 09:00:00;194.541
2024-10-11 10:00:00;194.334
2024-10-11 11:00:00;194.687
2024-10-11 12:00:00;194.779
2024-10-11 13:00:00;195.519
2024-10-11 14:00:00;195.099
2024-10-11 15:00:00;195.009
2024-10-11 16:00:00;195.283
2024-10-11 17:00:00;196.280
2024-10-11 18:00:00;195.723
2024-10-11 19:00:00;195.815
2024-10-11 20:00:00;195.278
2024-10-11 21:00:00;195.799
2024-10-11 22:00:00;196.316
2024-10-11 23:00:00;196.125
2024-10-12 00:00:00;196.258
2024-10-12 01:00:00;195.878
2024-10-12 02:00:00;195.044
2024-10-12 03:00:00;196.218
2024-10-12 04:00:00;196.044
2024-10-12 05:00:00;197.197
2024-10-12 06:00:00;197.127
2024-10-12 07:00:00;197.024
2024-10-12 08:00:00;197.458
2024-10-12 09:00:00;197.702
2024-10-12 10:00:00;198.154
2024-10-12 11:00:00;198.163
2024-10-12 12:00:00;199.683
2024-10-12 13:00:00;199.261
2024-10-12 14:00:00;199.243
2024-10-12 15:00:00;199.875
2024-10-12 16:00:00;199.974
2024-10-12 17:00:00;200.272
2024-10-12 18:00:00;200.250
2024-10-12 19:00:00;200.714
2024-10-12 20:00:00;200.310
2024-10-12 21:00:00;200.612
2024-10-12 22:00:00;199.627
2024-10-12 23:00:00;199.800
2024-10-13 00:00:00;200.708
2024-10-13 01:00:00;199.698
2024-10-13 02:00:00;200.347
2024-10-13 03:00:00;200.270
2024-10-13 04:00:00;199.964
2024-10-13 05:00:00;199.574
2024-10-13 06:00:00;199.766
2024-10-13 07:00:00;200.543
2024-10-13 08:00:00;200.334
2024-10-13 09:00:00;200.786
2024-10-13 10:00:00;200.764
2024-10-13 11:00:00;201.084
2024-10-13 12:00:00;201.066
2024-10-13 13:00:00;202.908
2024-10-13 14:00:00;201.863
2024-10-13 15:00:00;202.388
2024-10-13 16:00:00;201.949
2024-10-13 17:00:00;202.930
2024-10-13 18:00:00;202.292
2024-10-13 19:00:00;203.112
2024-10-13 20:00:00;203.808
2024-10-13 21:00:00;203.100
2024-10-13 22:00:00;203.459
2024-10-13 23:00:00;203.714
2024-10-14 00:00:00;202.462
2024-10-14 01:00:00;201.954
2024-10-14 02:00:00;202.483
2024-10-14 03:00:00;202.244
2024-10-14 04:00:00;203.274
2024-10-14 05:00:00;203.765
2024-10-14 06:00:00;203.735
2024-10-14 07:00:00;202.973
2024-10-14 08:00:00;203.157
2024-10-14 09:00:00;203.643
2024-10-14 10:00:00;204.410
2024-10-14 11:00:00;204.551
2024-10-14 12:00:00;204.385
2024-10-14 13:00:00;205.241
2024-10-14 14:00:00;205.126
2024-10-14 15:00:00;205.031
2024-10-14 16:00:00;204.592
2024-10-14 17:00:00;205.192
2024-10-14 18:00:00;205.423
2024-10-14 19:00:00;205.593
2024-10-14 20:00:00;206.718
2024-10-14 21:00:00;207.358
2024-10-14 22:00:00;207.221
2024-10-14 23:00:00;207.011
2024-10-15 00:00:00;207.124
2024-10-15 01:00:00;207.879
2024-10-15 02:00:00;206.722
2024-10-15 03:00:00;206.796
2024-10-15 04:00:00;206.956
2024-10-15 05:00:00;206.218
2024-10-15 06:00:00;206.537
2024-10-15 07:00:00;206.487
2024-10-15 08:00:00;207.400
2024-10-15 09:00:00;207.842
2024-10-15 10:00:00;207.044
2024-10-15 11:00:00;207.422
2024-10-15 12:00:00;208.248
2024-10-15 13:00:00;208.614
2024-10-15 14:00:00;208.464
2024-10-15 15:00:00;209.058
2024-10-15 16:00:00;209.065
2024-10-15 17:00:00;209.719
2024-10-15 18:00:00;209.663
2024-10-15 19:00:00;210.358
2024-10-15 20:00:00;209.754
2024-10-15 21:00:00;209.962
2024-10-15 22:00:00;210.093
2024-10-15 23:00:00;209.591
2024-10-16 00:00:00;210.245
2024-10-16 01:00:00;209.877
2024-10-16 02:00:00;209.661
2024-10-16 03:00:00;209.859
2024-10-16 04:00:00;209.961
2024-10-16 05:00:00;209.269
2024-10-16 06:00:00;210.089
2024-10-16 07:00:00;209.827
2024-10-16 08:00:00;209.985
2024-10-16 09:00:00;210.743
2024-10-16 10:00:00;209.714
2024-10-16 11:00:00;210.195
2024-10-16 12:00:00;210.267
2024-10-16 13:00:00;210.888
2024-10-16 14:00:00;210.289
2024-10-16 15:00:00;210.209
2024-10-16 16:00:00;211.420
2024-10-16 17:00:00;211.184
2024-10-16 18:00:00;210.597
2024-10-16 19:00:00;211.167
2024-10-16 20:00:00;211.278
2024-10-16 21:00:00;212.366
2024-10-16 22:00:00;211.713
2024-10-16 23:00:00;212.214
2024-10-17 00:00:00;211.723
2024-10-17 01:00:00;211.073
2024-10-17 02:00:00;211.085
2024-10-17 03:00:00;210.871
2024-10-17 04:00:00;211.636
2024-10-17 05:00:00;210.940
2024-10-17 06:00:00;211.477
2024-10-17 07:00:00;209.769
2024-10-17 08:00:00;211.079
2024-10-17 09:00:00;210.971
2024-10-17 10:00:00;210.729
2024-10-17 11:00:00;211.269
2024-10-17 12:00:00;211.518
2024-10-17 13:00:00;210.676
2024-10-17 14:00:00;210.051
2024-10-17 15:00:00;210.536
2024-10-17 16:00:00;210.798
2024-10-17 17:00:00;210.594
2024-10-17 18:00:00;210.329
2024-10-17 19:00:00;210.499
2024-10-17 20:00:00;210.695
2024-10-17 21:00:00;210.765
2024-10-17 22:00:00;211.748
2024-10-17 23:00:00;212.043
2024-10-18 00:00:00;211.826
2024-10-18 01:00:00;212.097
2024-10-18 02:00:00;212.199
2024-10-18 03:00:00;212.797
2024-10-18 04:00:00;212.024
2024-10-18 05:00:00;212.634
2024-10-18 06:00:00;212.451
2024-10-18 07:00:00;211.742
2024-10-18 08:00:00;211.322
2024-10-18 09:00:00;212.413
2024-10-18 10:00:00;211.363
2024-10-18 11:00:00;211.386
2024-10-18 12:00:00;211.862
2024-10-18 13:00:00;211.343
2024-10-18 14:00:00;212.711
2024-10-18 15:00:00;211.951
2024-10-18 16:00:00;212.088
2024-10-18 17:00:00;212.444
2024-10-18 18:00:00;211.627
2024-10-18 19:00:00;211.455
2024-10-18 20:00:00;211.730
2024-10-18 21:00:00;211.567
2024-10-18 22:00:00;211.629
2024-10-18 23:00:00;210.938
2024-10-19 00:00:00;211.737
2024-10-19 01:00:00;211.710
2024-10-19 02:00:00;211.981
2024-10-19 03:00:00;212.265
2024-10-19 04:00:00;212.869
2024-10-19 05:00:00;211.803
2024-10-19 06:00:00;211.873
2024-10-19 07:00:00;211.957
2024-10-19 08:00:00;211.359
2024-10-19 09:00:00;211.661
2024-10-19 10:00:00;211.196
2024-10-19 11:00:00;210.995
2024-10-19 12:00:00;210.560
2024-10-19 13:00:00;211.672
2024-10-19 14:00:00;210.946
2024-10-19 15:00:00;211.614
2024-10-19 16:00:00;211.983
2024-10-19 17:00:00;212.159
2024-10-19 18:00:00;212.201
2024-10-19 19:00:00;212.874
2024-10-19 20:00:00;212.681
2024-10-19 21:00:00;212.660
2024-10-19 22:00:00;212.401
2024-10-19 23:00:00;211.823
2024-10-20 00:00:00;211.718
2024-10-20 01:00:00;212.011
2024-10-20 02:00:00;211.683
2024-10-20 03:00:00;211.296
2024-10-20 04:00:00;211.629
2024-10-20 05:00:00;211.739
