datetime;neutrons
2024-10-20 06:00:00;211.562
2024-10-20 07:00:00;211.823
2024-10-20 08:00:00;212.007
2024-10-20 09:00:00;211.894
2024-10-20 10:00:00;211.957
2024-10-20 11:00:00;212.648
2024-10-20 12:00:00;212.726
2024-10-20 13:00:00;212.706
2024-10-20 14:00:00;212.193
2024-10-20 15:00:00;212.173
2024-10-20 16:00:00;212.055
2024-10-20 17:00:00;212.608
2024-10-20 18:00:00;213.193
2024-10-20 19:00:00;212.568
2024-10-20 20:00:00;212.268
2024-10-20 21:00:00;212.002
2024-10-20 22:00:00;211.925
2024-10-20 23:00:00;211.577
2024-10-21 00:00:00;212.401
2024-10-21 01:00:00;212.509
2024-10-21 02:00:00;211.687
2024-10-21 03:00:00;211.536
2024-10-21 04:00:00;211.571
2024-10-21 05:00:00;212.864
2024-10-21 06:00:00;212.157
2024-10-21 07:00:00;212.468
2024-10-21 08:00:00;212.582
2024-10-21 09:00:00;212.641
2024-10-21 10:00:00;212.733
2024-10-21 11:00:00;212.597
2024-10-21 12:00:00;212.405
2024-10-21 13:00:00;213.266
2024-10-21 14:00:00;212.742
2024-10-21 15:00:00;212.347
2024-10-21 16:00:00;212.511
2024-10-21 17:00:00;212.926
2024-10-21 18:00:00;212.736
2024-10-21 19:00:00;212.965
2024-10-21 20:00:00;213.112
2024-10-21 21:00:00;212.438
2024-10-21 22:00:00;213.221
2024-10-21 23:00:00;212.724
2024-10-22 00:00:00;213.195
2024-10-22 01:00:00;213.077
2024-10-22 02:00:00;213.128
2024-10-22 03:00:00;212.727
2024-10-22 04:00:00;212.823
2024-10-22 05:00:00;212.484
2024-10-22 06:00:00;213.228
2024-10-22 07:00:00;212.878
2024-10-22 08:00:00;213.582
2024-10-22 09:00:00;213.285
2024-10-22 10:00:00;212.852
2024-10-22 11:00:00;212.854
2024-10-22 12:00:00;213.006
2024-10-22 13:00:00;213.078
2024-10-22 14:00:00;213.745
2024-10-22 15:00:00;213.675
2024-10-22 16:00:00;213.613
2024-10-22 17:00:00;213.610
2024-10-22 18:00:00;214.691
2024-10-22 19:00:00;214.890
2024-10-22 20:00:00;214.397
2024-10-22 21:00:00;214.711
2024-10-22 22:00:00;214.422
2024-10-22 23:00:00;214.224
2024-10-23 00:00:00;213.757
2024-10-23 01:00:00;213.492
2024-10-23 02:00:00;213.927
2024-10-23 03:00:00;213.838
2024-10-23 04:00:00;213.804
2024-10-23 05:00:00;213.144
2024-10-23 06:00:00;213.842
2024-10-23 07:00:00;213.495
2024-10-23 08:00:00;213.261
2024-10-23 09:00:00;213.719
2024-10-23 10:00:00;213.225
2024-10-23 11:00:00;213.746
2024-10-23 12:00:00;213.230
2024-10-23 13:00:00;214.784
2024-10-23 14:00:00;213.363
2024-10-23 15:00:00;214.416
2024-10-23 16:00:00;213.486
2024-10-23 17:00:00;214.042
2024-10-23 18:00:00;214.369
2024-10-23 19:00:00;214.910
2024-10-23 20:00:00;215.059
2024-10-23 21:00:00;214.849
2024-10-23 22:00:00;215.034
2024-10-23 23:00:00;215.073
2024-10-24 00:00:00;215.017
2024-10-24 01:00:00;214.014
2024-10-24 02:00:00;214.498
2024-10-24 03:00:00;214.269
2024-10-24 04:00:00;214.133
2024-10-24 05:00:00;213.964
2024-10-24 06:00:00;213.444
2024-10-24 07:00:00;215.080
2024-10-24 08:00:00;214.583
2024-10-24 09:00:00;214.843
2024-10-24 10:00:00;214.395
2024-10-24 11:00:00;214.637
2024-10-24 12:00:00;214.424
2024-10-24 13:00:00;214.207
2024-10-24 14:00:00;215.009
2024-10-24 15:00:00;215.266
2024-10-24 16:00:00;215.491
2024-10-24 17:00:00;215.230
2024-10-24 18:00:00;215.657
2024-10-24 19:00:00;215.034
2024-10-24 20:00:00;216.394
2024-10-24 21:00:00;215.553
2024-10-24 22:00:00;215.368
2024-10-24 23:00:00;215.763
2024-10-25 00:00:00;215.600
2024-10-25 01:00:00;215.047
2024-10-25 02:00:00;215.470
2024-10-25 03:00:00;215.191
2024-10-25 04:00:00;214.849
2024-10-25 05:00:00;214.254
2024-10-25 06:00:00;214.890
2024-10-25 07:00:00;214.047
2024-10-25 08:00:00;213.312
2024-10-25 09:00:00;213.646
2024-10-25 10:00:00;213.962
2024-10-25 11:00:00;214.169
2024-10-25 12:00:00;214.523
2024-10-25 13:00:00;214.931
2024-10-25 14:00:00;214.629
2024-10-25 15:00:00;215.275
2024-10-25 16:00:00;215.268
2024-10-25 17:00:00;215.163
2024-10-25 18:00:00;215.747
2024-10-25 19:00:00;216.518
2024-10-25 20:00:00;216.206
2024-10-25 21:00:00;216.223
2024-10-25 22:00:00;216.789
2024-10-25 23:00:00;216.017
2024-10-26 00:00:00;215.327
2024-10-26 01:00:00;215.227
2024-10-26 02:00:00;214.726
2024-10-26 03:00:00;215.008
2024-10-26 04:00:00;214.191
2024-10-26 05:00:00;214.431
2024-10-26 06:00:00;214.444
2024-10-26 07:00:00;214.813
2024-10-26 08:00:00;214.268
2024-10-26 09:00:00;214.541
2024-10-26 10:00:00;214.542
2024-10-26 11:00:00;214.589
2024-10-26 12:00:00;215.474
2024-10-26 13:00:00;214.794
2024-10-26 14:00:00;215.975
2024-10-26 15:00:00;214.981
2024-10-26 16:00:00;215.318
2024-10-26 17:00:00;214.097
2024-10-26 18:00:00;215.119
2024-10-26 19:00:00;214.747
2024-10-26 20:00:00;214.886
2024-10-26 21:00:00;214.220
2024-10-26 22:00:00;213.624
2024-10-26 23:00:00;213.084
2024-10-27 00:00:00;213.865
2024-10-27 01:00:00;212.808
2024-10-27 02:00:00;211.870
2024-10-27 03:00:00;210.555
2024-10-27 04:00:00;210.242
2024-10-27 05:00:00;209.473
2024-10-27 06:00:00;209.083
2024-10-27 07:00:00;208.764
2024-10-27 08:00:00;208.134
2024-10-27 09:00:00;207.062
2024-10-27 10:00:00;207.798
2024-10-27 11:00:00;208.205
2024-10-27 12:00:00;207.648
2024-10-27 13:00:00;208.000
2024-10-27 14:00:00;208.176
2024-10-27 15:00:00;208.986
2024-10-27 16:00:00;209.336
2024-10-27 17:00:00;208.489
2024-10-27 18:00:00;209.181
2024-10-27 19:00:00;208.900
2024-10-27 20:00:00;208.516
2024-10-27 21:00:00;207.909
2024-10-27 22:00:00;207.983
2024-10-27 23:00:00;207.774
2024-10-28 00:00:00;208.799
2024-10-28 01:00:00;208.667
2024-10-28 02:00:00;208.396
2024-10-28 03:00:00;207.899
2024-10-28 04:00:00;207.510
2024-10-28 05:00:00;206.167
2024-10-28 06:00:00;205.314
2024-10-28 07:00:00;204.484
2024-10-28 08:00:00;204.960
2024-10-28 09:00:00;203.735
2024-10-28 10:00:00;204.222
2024-10-28 11:00:00;203.442
2024-10-28 12:00:00;202.858
2024-10-28 13:00:00;201.892
2024-10-28 14:00:00;201.900
2024-10-28 15:00:00;201.139
2024-10-28 16:00:00;201.052
2024-10-28 17:00:00;201.815
2024-10-28 18:00:00;201.381
2024-10-28 19:00:00;202.064
2024-10-28 20:00:00;201.133
2024-10-28 21:00:00;202.287
2024-10-28 22:00:00;201.551
2024-10-28 23:00:00;201.103
2024-10-29 00:00:00;201.186
2024-10-29 01:00:00;201.250
2024-10-29 02:00:00;200.905
2024-10-29 03:00:00;201.327
2024-10-29 04:00:00;200.946
2024-10-29 05:00:00;200.894
2024-10-29 06:00:00;200.597
2024-10-29 07:00:00;200.119
2024-10-29 08:00:00;200.310
2024-10-29 09:00:00;200.094
2024-10-29 10:00:00;199.421
2024-10-29 11:00:00;199.943
2024-10-29 12:00:00;200.372
2024-10-29 13:00:00;200.495
2024-10-29 14:00:00;200.618
2024-10-29 15:00:00;201.121
2024-10-29 16:00:00;200.496
2024-10-29 17:00:00;200.597
2024-10-29 18:00:00;199.967
2024-10-29 19:00:00;200.965
2024-10-29 20:00:00;200.927
2024-10-29 21:00:00;200.004
2024-10-29 22:00:00;199.964
2024-10-29 23:00:00;200.443
2024-10-30 00:00:00;200.600
2024-10-30 01:00:00;201.142
2024-10-30 02:00:00;200.741
2024-10-30 03:00:00;199.977
2024-10-30 04:00:00;199.618
2024-10-30 05:00:00;199.410
2024-10-30 06:00:00;199.269
2024-10-30 07:00:00;199.013
2024-10-30 08:00:00;198.927
2024-10-30 09:00:00;198.935
2024-10-30 10:00:00;199.559
2024-10-30 11:00:00;200.485
2024-10-30 12:00:00;199.986
2024-10-30 13:00:00;199.561
2024-10-30 14:00:00;199.117
2024-10-30 15:00:00;199.697
2024-10-30 16:00:00;200.198
2024-10-30 17:00:00;200.441
2024-10-30 18:00:00;200.458
2024-10-30 19:00:00;200.032
2024-10-30 20:00:00;200.125
2024-10-30 21:00:00;199.591
2024-10-30 22:00:00;198.905
2024-10-30 23:00:00;198.770
2024-10-31 00:00:00;198.885
2024-10-31 01:00:00;198.337
2024-10-31 02:00:00;197.452
2024-10-31 03:00:00;198.029
2024-10-31 04:00:00;197.578
2024-10-31 05:00:00;196.763
2024-10-31 06:00:00;197.035
2024-10-31 07:00:00;196.309
2024-10-31 08:00:00;196.530
2024-10-31 09:00:00;196.567
2024-10-31 10:00:00;197.324
2024-10-31 11:00:00;197.809
2024-10-31 12:00:00;197.851
2024-10-31 13:00:00;197.404
2024-10-31 14:00:00;197.160
2024-10-31 15:00:00;197.251
2024-10-31 16:00:00;197.540
2024-10-31 17:00:00;198.309
2024-10-31 18:00:00;198.190
2024-10-31 19:00:00;198.721
2024-10-31 20:00:00;197.979
2024-10-31 21:00:00;197.759
2024-10-31 22:00:00;198.418
2024-10-31 23:00:00;197.676
