date,Ts,Ps,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,H_12,H_13,H_14,H_15,H_16,H_17,H_18,H_19,H_20,H_21,H_22
2024-09-30 00:00:00,301.3962682184542,997.2948698359376,302.9356994628906,307.26568603515625,306.32568359375,304.24072265625,301.99072265625,297.5469970703125,292.605712890625,287.39068603515625,282.02569580078125,278.39068603515625,276.65692138671875,272.83001708984375,267.3728942871094,260.8289794921875,256.5639953613281,250.83290100097656,241.85330200195312,230.22349548339844,219.3155059814453,205.84609985351562,199.49049377441406,206.99400329589844,218.826904296875,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,61.91558837890625,289.34600830078125,520.5189819335938,759.60009765625,1006.81298828125,1510.416015625,2037.2529296875,2585.553955078125,3162.05908203125,3773.131103515625,4423.4189453125,5123.8291015625,5877.6240234375,6692.2587890625,7584.875,8575.423828125,9689.58984375,10948.1083984375,12413.7998046875,14205.830078125,16589.349609375,20682.30078125,26436.7890625
2024-09-30 03:00:00,299.7319416377539,999.490279405067,301.88922119140625,302.73919677734375,304.31048583984375,303.2401123046875,301.5054931640625,297.34051513671875,292.80548095703125,287.38238525390625,283.0513916015625,279.36639404296875,279.00341796875,274.12701416015625,267.48388671875,261.8197021484375,256.4547119140625,249.99070739746094,241.70770263671875,229.89920043945312,219.42779541015625,205.5933074951172,200.77130126953125,207.3363037109375,219.76060485839844,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,57.785003662109375,282.95941162109375,515.8389282226562,754.5645751953125,997.3680419921875,1500.0,2027.62890625,2576.4560546875,3155.162109375,3764.3720703125,4421.498046875,5125.6650390625,5881.125,6697.85986328125,7590.43603515625,8579.990234375,9690.40625,10948.892578125,12412.51953125,14203.25,16587.69921875,20671.26953125,26423.310546875
2024-09-30 06:00:00,296.17368544921874,996.1488737421876,297.357177734375,301.07220458984375,302.7772216796875,302.69610595703125,301.2160949707031,297.17608642578125,292.375,287.45001220703125,283.364990234375,279.89501953125,278.64178466796875,273.4722900390625,267.0391845703125,261.9727783203125,255.58538818359375,249.5092010498047,241.8426971435547,230.3179931640625,219.16709899902344,205.3184051513672,200.74169921875,210.76150512695312,220.22129821777344,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,47.70440673828125,271.2264099121094,502.459716796875,739.5418701171875,982.7159423828125,1486.1090087890625,2012.52490234375,2562.198974609375,3139.782958984375,3750.632080078125,4406.2958984375,5110.86279296875,5863.82080078125,6680.8818359375,7573.35107421875,8561.1591796875,9670.705078125,10931.173828125,12395.0302734375,14181.1201171875,16578.0,20642.58984375,26399.7109375
2024-09-30 09:00:00,295.0839132680217,996.421307201942,296.0971984863281,299.9407958984375,302.0072021484375,302.42181396484375,301.18218994140625,297.1322021484375,292.44830322265625,287.5032958984375,282.3983154296875,277.4044189453125,276.15478515625,272.593994140625,266.7689208984375,262.8475036621094,257.0903015136719,250.6488037109375,241.7362060546875,230.47830200195312,217.9542999267578,205.33509826660156,199.73989868164062,209.9322052001953,222.3220977783203,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,55.535797119140625,277.9739990234375,508.14581298828125,744.2067260742188,988.35791015625,1491.781005859375,2016.333984375,2566.237060546875,3144.199951171875,3753.5439453125,4401.97412109375,5101.39892578125,5854.5791015625,6672.99609375,7569.1162109375,8560.609375,9672.9970703125,10932.29296875,12394.3798828125,14174.8798828125,16575.94140625,20650.509765625,26383.4296875
2024-09-30 12:00:00,306.4116690091741,999.0221647578126,303.7178039550781,301.30230712890625,299.86279296875,302.3939208984375,301.5278015136719,297.2055969238281,292.5126953125,287.9360046386719,282.69110107421875,277.33111572265625,275.718994140625,272.91741943359375,267.05010986328125,262.89410400390625,257.0194091796875,251.10470581054688,241.4351043701172,230.40159606933594,218.814697265625,205.46090698242188,199.3885955810547,207.78819274902344,221.84500122070312,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,68.52151489257812,293.7921142578125,522.8043823242188,759.7258911132812,1002.760986328125,1506.0179443359375,2032.47509765625,2582.385009765625,3162.467041015625,3770.534912109375,4417.86328125,5118.544921875,5871.666015625,6690.423828125,7586.09912109375,8578.943359375,9691.73828125,10950.798828125,12414.3203125,14197.9404296875,16589.46875,20667.5,26417.5
2024-09-30 15:00:00,318.103582853072,995.666668530067,312.5889892578125,309.4307861328125,306.98687744140625,304.51690673828125,302.15191650390625,297.4630126953125,292.51788330078125,287.3079833984375,281.9359130859375,277.5740966796875,278.02508544921875,273.46588134765625,267.3153991699219,262.78057861328125,257.47271728515625,250.79750061035156,241.5225067138672,230.29519653320312,218.30320739746094,205.02020263671875,199.40809631347656,207.2384033203125,220.8061981201172,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,49.481201171875,278.85528564453125,515.9656982421875,754.982421875,1000.113525390625,1503.5799560546875,2030.261962890625,2580.412109375,3156.739013671875,3765.052978515625,4417.2802734375,5120.2822265625,5874.6572265625,6691.82421875,7588.5810546875,8583.537109375,9694.541015625,10953.4619140625,12415.91015625,14199.5703125,16583.150390625,20664.390625,26418.4609375
2024-09-30 18:00:00,319.1111163840263,991.468670483192,314.6248779296875,311.9497985839844,309.264892578125,306.794921875,304.54827880859375,299.6024169921875,294.5325012207031,289.3175964355469,283.69110107421875,277.97119140625,277.1130065917969,273.58721923828125,267.2127990722656,263.2322998046875,257.96710205078125,250.7220001220703,241.27850341796875,230.14500427246094,219.42889404296875,205.04730224609375,200.07949829101562,206.38340759277344,220.7593994140625,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,12.660797119140625,244.23489379882812,481.55517578125,722.7808837890625,968.132080078125,1476.051025390625,2005.199951171875,2559.85205078125,3140.702880859375,3752.041015625,4400.931640625,5105.8720703125,5859.8798828125,6678.490234375,7575.962890625,8571.5849609375,9682.8046875,10939.255859375,12405.259765625,14191.419921875,16576.0390625,20652.119140625,26398.970703125
2024-09-30 21:00:00,313.09817566796875,992.216552734375,313.4940185546875,311.82000732421875,309.36798095703125,307.1400146484375,304.63800048828125,299.66900634765625,294.5740051269531,289.343017578125,283.70001220703125,277.9440002441406,280.1116943359375,274.14959716796875,269.1549987792969,263.40081787109375,257.59332275390625,250.61480712890625,240.77540588378906,230.67999267578125,218.79080200195312,205.38389587402344,198.63949584960938,205.41549682617188,221.54139709472656,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,5.7598876953125,234.7156982421875,473.46331787109375,714.14208984375,960.9727783203125,1467.9549560546875,1998.321044921875,2552.339111328125,3132.7548828125,3743.6220703125,4396.4990234375,5104.9541015625,5862.35205078125,6682.65478515625,7581.578125,8574.939453125,9683.7314453125,10940.853515625,12407.83984375,14190.330078125,16579.650390625,20659.109375,26410.400390625
2024-10-01 00:00:00,302.1829647049302,991.662029858192,304.60089111328125,308.66949462890625,308.08538818359375,306.34588623046875,304.21038818359375,299.36090087890625,294.2467956542969,288.9976806640625,283.33270263671875,283.6453857421875,280.47198486328125,275.50189208984375,269.78411865234375,263.869384765625,257.6546936035156,250.08489990234375,240.4810028076172,230.10870361328125,218.26300048828125,206.59620666503906,199.55709838867188,206.15170288085938,220.69949340820312,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,18.8878173828125,244.83718872070312,478.607177734375,720.3358764648438,966.2333984375,1475.4139404296875,2002.10302734375,2554.56494140625,3135.54296875,3749.988037109375,4413.05078125,5121.13720703125,5881.51806640625,6705.17578125,7604.9580078125,8596.576171875,9704.1337890625,10959.0263671875,12422.51953125,14206.98046875,16598.669921875,20673.5703125,26404.7890625
2024-10-01 03:00:00,300.98799527690005,991.762127514442,301.9432067871094,306.7554931640625,308.54339599609375,306.56109619140625,304.29339599609375,299.6878967285156,294.690185546875,289.4351806640625,285.01708984375,284.70208740234375,281.0310974121094,276.00439453125,269.40911865234375,264.219482421875,257.4938049316406,250.06680297851562,240.36830139160156,230.09249877929688,218.60130310058594,208.01950073242188,198.22439575195312,204.5478973388672,220.87249755859375,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,13.64971923828125,240.05538940429688,474.273681640625,716.4500732421875,958.829833984375,1468.9830322265625,1998.69091796875,2550.218017578125,3134.342041015625,3751.50390625,4414.763671875,5123.63818359375,5885.40478515625,6706.73388671875,7606.47998046875,8599.2568359375,9706.2666015625,10960.130859375,12425.4697265625,14217.51953125,16608.5390625,20640.509765625,26422.5
2024-10-01 06:00:00,301.47102810623875,992.017333984375,300.677490234375,303.36248779296875,305.767822265625,305.652587890625,303.8831787109375,299.502685546875,294.74981689453125,289.4783935546875,283.91839599609375,280.31341552734375,280.2019958496094,275.069580078125,269.9158020019531,264.2434997558594,258.1322937011719,250.24119567871094,240.55230712890625,230.2021026611328,218.764892578125,206.9322967529297,196.58399963378906,208.53640747070312,220.9542999267578,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,12.6575927734375,235.99090576171875,467.1290283203125,706.261474609375,953.604248046875,1461.7750244140625,1989.594970703125,2543.344970703125,3125.804931640625,3740.89599609375,4398.38671875,5103.5048828125,5865.06298828125,6688.8837890625,7590.14697265625,8583.1875,9690.580078125,10945.8896484375,12410.759765625,14203.2001953125,16580.009765625,20621.109375,26371.23046875
2024-10-01 09:00:00,298.69339045673553,993.5337614375001,299.8240051269531,303.1275939941406,304.4060974121094,303.15081787109375,301.3807067871094,297.861083984375,293.34259033203125,288.9373779296875,284.11431884765625,280.44921875,279.6990966796875,274.56451416015625,270.4224853515625,264.7254943847656,258.185791015625,250.014404296875,240.29429626464844,229.64190673828125,218.59640502929688,205.81170654296875,198.32960510253906,205.88600158691406,218.86830139160156,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,23.3065185546875,247.48690795898438,479.492919921875,719.5203857421875,959.77392578125,1465.81103515625,1991.60009765625,2547.4140625,3128.050048828125,3741.4208984375,4395.89111328125,5102.38818359375,5865.26416015625,6687.23291015625,7589.66796875,8583.3251953125,9689.9052734375,10943.263671875,12406.330078125,14194.5302734375,16572.51953125,20623.869140625,26367.029296875
2024-10-01 12:00:00,309.355463685399,994.608563061317,307.00482177734375,304.55340576171875,302.5834045410156,301.5814208984375,300.55340576171875,297.15289306640625,293.3829040527344,288.708984375,283.8789978027344,280.5238952636719,278.02960205078125,274.36810302734375,271.094482421875,264.97198486328125,258.2207946777344,249.56759643554688,240.375,229.99749755859375,218.62159729003906,206.70660400390625,197.40029907226562,206.9102020263672,218.07000732421875,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,42.4661865234375,267.1408996582031,499.67681884765625,736.226318359375,981.025146484375,1484.18505859375,2011.14306640625,2564.201904296875,3142.14208984375,3758.31494140625,4412.818359375,5116.091796875,5877.25,6704.865234375,7606.373046875,8599.603515625,9704.8095703125,10958.4990234375,12421.3603515625,14213.76953125,16588.650390625,20627.400390625,26380.01953125
2024-10-01 15:00:00,318.20023514814176,994.5177001953125,313.28839111328125,310.33837890625,307.60040283203125,305.35040283203125,303.06658935546875,298.15667724609375,293.3665771484375,288.1882019042969,284.72320556640625,281.70318603515625,276.8363952636719,273.2655944824219,270.4978942871094,264.66497802734375,257.7449951171875,249.75,240.7635955810547,229.68380737304688,218.5229949951172,206.81179809570312,197.5012969970703,209.24099731445312,220.21969604492188,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,27.9512939453125,257.3858947753906,494.701171875,736.057373046875,977.663818359375,1486.5250244140625,2011.2470703125,2566.1708984375,3146.071044921875,3761.54296875,4415.6806640625,5116.60400390625,5874.908203125,6700.72412109375,7601.7490234375,8594.3330078125,9700.71875,10955.92578125,12416.669921875,14203.7197265625,16587.140625,20636.869140625,26353.359375
2024-10-01 18:00:00,319.4624347434013,988.807293530067,315.24560546875,312.538818359375,310.0487976074219,307.54388427734375,305.12890625,300.19891357421875,295.1488952636719,289.96209716796875,284.35040283203125,278.73541259765625,278.452880859375,273.78228759765625,270.497314453125,264.6051940917969,257.6954040527344,249.9445037841797,240.58999633789062,229.63400268554688,219.2895965576172,206.8654022216797,195.61520385742188,207.34320068359375,223.87750244140625,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,-2.9833984375,227.36639404296875,465.59161376953125,707.8909301757812,954.445556640625,1463.2850341796875,1994.092041015625,2551.19091796875,3133.4208984375,3747.135986328125,4401.048828125,5102.15185546875,5862.23876953125,6688.35986328125,7587.02099609375,8580.7158203125,9686.9111328125,10942.0458984375,12405.419921875,14195.1298828125,16576.849609375,20614.859375,26349.66015625
2024-10-01 21:00:00,314.2581762049302,987.758465405067,314.52398681640625,312.80401611328125,310.30401611328125,308.03399658203125,305.6090087890625,300.5518798828125,295.4819030761719,290.0209045410156,284.3908996582031,279.0330810546875,277.38848876953125,274.77398681640625,269.46002197265625,264.17401123046875,257.973388671875,249.8292999267578,240.69749450683594,229.8406982421875,219.42640686035156,207.03799438476562,195.09410095214844,208.19039916992188,223.58450317382812,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,-7.568603515625,221.92041015625,459.2919921875,702.7719116210938,948.53857421875,1459.865966796875,1991.26611328125,2547.114013671875,3130.216064453125,3744.260009765625,4395.07421875,5101.23291015625,5858.85595703125,6683.23193359375,7584.384765625,8575.474609375,9682.302734375,10938.013671875,12403.98046875,14194.51953125,16570.16015625,20616.490234375,26358.1796875
2024-10-02 00:00:00,305.0793787518053,992.7608122187501,307.43048095703125,310.71002197265625,309.70050048828125,307.30120849609375,304.9954833984375,300.0355224609375,294.9570007324219,289.59197998046875,283.9519958496094,278.60198974609375,276.2890930175781,274.6809997558594,269.07379150390625,264.2077941894531,257.3616027832031,249.51840209960938,240.24249267578125,229.86529541015625,218.72860717773438,206.68809509277344,196.45199584960938,205.8300018310547,223.44810485839844,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,15.11932373046875,241.84197998046875,480.47918701171875,721.2412109375,968.3310546875,1478.385009765625,2008.654052734375,2563.49609375,3145.76806640625,3760.199951171875,4411.68408203125,5115.5078125,5872.97216796875,6696.6669921875,7594.89013671875,8586.7978515625,9690.80078125,10945.064453125,12409.0,14197.41015625,16574.87109375,20630.98046875,26357.5703125
2024-10-02 03:00:00,304.6360896475502,992.5164794921875,305.1636047363281,307.93359375,308.2998962402344,306.6361999511719,304.32501220703125,299.3464050292969,294.3728942871094,289.12408447265625,283.45428466796875,278.9031982421875,275.5653991699219,275.081298828125,269.26458740234375,263.9902038574219,257.1528015136719,249.02420043945312,239.8144989013672,229.4954071044922,218.593505859375,205.81190490722656,198.6074981689453,203.08670043945312,223.51280212402344,1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0,20.0,21.26446533203125,247.09149169921875,482.8638916015625,724.773681640625,971.0263671875,1479.5059814453125,2008.322998046875,2563.8369140625,3144.93798828125,3757.367919921875,4407.576171875,5110.64404296875,5869.60302734375,6694.65576171875,7592.001953125,8581.22265625,9683.6181640625,10936.1884765625,12395.3798828125,14183.240234375,16569.9609375,20621.5390625,26338.75
